0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.822400000000000624e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.102399999999997585e-04 0.000000000000000000e+00 5.702399999999998529e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.900000000000008891e-05 0.000000000000000000e+00 2.646240000000000658e-03 1.232000000000000022e-03 1.058359999999999943e-03 0.000000000000000000e+00 7.761599999999998058e-04 2.659360000000000803e-03 4.525559999999997918e-03 4.909103999999999551e-02 1.081423999999999927e-02 1.108735999999999750e-02 6.204044000000003695e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.959999999999999355e-06 0.000000000000000000e+00 1.049983999999999640e-02 2.565835999999998771e-02 8.024639999999994347e-03 5.156300000000001160e-02 3.489023999999998210e-02 1.752649599999999974e-01 1.637664000000000480e-02 6.019188400000000660e-01 1.352756959999999786e+00 1.354075959999999634e+00 8.583439999999999959e-01 8.634239999999997472e-01 3.998960000000000292e-01 9.619892400000000787e-01 8.814449600000001661e-01 5.316230399999999356e-01 8.632452399999998027e-01 4.503145600000000859e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.452336000000000599e-02 2.444926400000000388e-01 3.390326399999999962e-01 1.069639360000000039e+00 9.460228400000000315e-01 7.231113599999999808e-01 5.852120000000000655e-01 4.677950000000000719e-01 5.784961599999999260e-01 7.009549999999999947e-01 5.030881600000000065e-01 6.366109999999999269e-01 6.767665600000000170e-01 5.529257600000000439e-01 5.120279999999999276e-01 6.075830399999998521e-01 8.456441599999999781e-01 6.349302399999999791e-01 3.665869999999999962e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.425599999999999632e-04 1.653184000000000251e-02 8.534223999999995813e-02 6.163892400000000604e-01 5.161502399999999824e-01 6.073878399999999012e-01 6.773287599999999742e-01 5.765703599999999485e-01 3.781709999999999794e-01 5.176631599999999001e-01 5.140215600000000995e-01 4.774388399999999755e-01 6.058625599999999389e-01 6.162999999999999590e-01 5.858935600000000354e-01 4.899329600000000284e-01 4.763560000000000572e-01 5.764046400000000236e-01 3.197719600000000217e-01 5.303607599999999866e-01 4.099252400000000240e-01 4.920279999999999654e-01
